frame,english,gold standard,chatgpt_translation
Relative_time,"Valentinian 's immediate successor , Petronius Maximus , was killed in [Focal_occasion the commotion][Target preceding][Landmark_occasion the Vandal sack of Rome in 455]. ","Valentinians omedelbara efterträdare, Petronius Maximus, dödades i [Focal_occasion tumultet][Target Före][Landmark_occasion vandalernas plundring av Rom år 455].","Valentinians omedelbara efterträdare, Petronius Maximus, dödades i [Focal_occasion tumultet][Target Föregående][Landmark_occasion vandalernas plundring av Rom år 455]."
Relative_time,The pre-head is composed of all the unstressed syllables in [Focal_occasion a tone-unit][Target preceding][Landmark_occasion the first stressed syllable].,Pre-huvudet består av alla obetonade stavelser i [Fokal_tillfälle en tonenhet][Mål före][Landmärkes_tillfälle den första betonade stavelsen].,The pre-head is composed of all the unstressed syllables in [Focal_occasion en tonenhet][Target föregående][Landmark_occasion den första betonade stavelsen].
Relative_time,In the first place [Focal_occasion the setting up of machinery for examination and selection][Target predates][Landmark_occasion the creation of means to plan and develop curriculum].,För det första [Target föregår][Focal_occasion upställningen av maskiner för undersökning och urval][Landmark_occasion skapandet av medel för att planera och utveckla läroplan].,In the first place [Focal_occasion upställningen av maskiner för undersökning och urval][Target föregår][Landmark_occasion skapandet av medel för att planera och utveckla läroplan].
Relative_time,"As at other sites , [Focal_occasion the trace metal contamination -- first lead , then zinc --][Target predated][Landmark_occasion the onset of acidification][Interval by a few decades]. ","Som på andra platser , [Target föregick][Focal_occasion spårmetallföroreningarna -- först bly , sedan zink --][Landmark_occasion början av försurningen][Interval med några decennier].","Som på andra platser , [Focal_occasion spårmetallföroreningarna -- först bly , sedan zink --][Target föregick][Landmark_occasion början av försurningen][Interval med några decennier]."
Relative_time,[Focal_occasion Only the older dons][Target predated][Landmark_occasion Boris].,[Focal_occasion Endast de äldre donerna][Target föregick][Landmark_occasion Boris].,[Focal_occasion Endast de äldre donerna][Target föregick][Landmark_occasion Boris].
Relative_time,[Focal_occasion Nuclear nervousness][Target predates][Landmark_occasion Chernobyl]; but what happened there greatly strengthened it .,[Focal_occasion Kärnkraftsångest][Target föregår][Landmark_occasion Tjernobyl]; men vad som hände där stärkte den mycket.,[Focal_occasion Kärnkraftsångest][Target föregår][Landmark_occasion Tjernobyl]; men vad som hände där stärkte den mycket.
Relative_time,[Focal_occasion Many of the differences identified][Target predate][Landmark_occasion the emergence of any specific schizophrenic symptoms].,[Focal_occasion Många av de identifierade skillnaderna][Target föregår][Landmark_occasion framväxten av några specifika schizofrena symptom].,[Focal_occasion Många av de identifierade skillnaderna][Target föregår][Landmark_occasion framväxten av några specifika schizofrena symptom].
Relative_time,"The economy was in a less parlous state than it appeared and [Focal_occasion economic recovery]really [Target predated][Landmark_occasion the establishment of the Federal Republic], though it took some time for full employment to appear . ","Ekonomin var i ett mindre prekärt tillstånd än det verkade och [Focal_occasion ekonomisk återhämtning][Target föregick] verkligen [Landmark_occasion bildandet av Förbundsrepubliken], även om det tog tid innan full sysselsättning uppstod.","Ekonomin var i ett mindre prekärt tillstånd än det verkade och [Focal_occasion ekonomisk återhämtning] verkligen [Target föregick][Landmark_occasion bildandet av Förbundsrepubliken], även om det tog tid innan full sysselsättning uppstod."
Relative_time,"They stressed German title to the lands of Pomerania , Silesia and central Poland , saying that [Focal_occasion German settlement]had [Target predated][Landmark_occasion Slav settlement]. ","De betonade det tyska namnet på länderna Pommern, Schlesien och centrala Polen, och sade att [Focal_occasion tysk bosättning] hade [Target föregått] [Landmark_occasion slavisk bosättning].","De betonade det tyska namnet på länderna Pommern, Schlesien och centrala Polen, och sade att [Focal_occasion tysk bosättning] hade [Target föregått] [Landmark_occasion slavisk bosättning]."
Relative_time,[Landmark_occasion This story]is [Target predated][Focal_occasion by a legend about a giant who kept pigs on Penhill before the founding of the abbey at Jervaulx in 1156].,[Landmark_occasion Den här berättelsen][Target föregicks av][Focal_occasion en legend om en jätte som hade grisar på Penhill före grundandet av klostret i Jervaulx år 1156].,[Landmark_occasion Den här berättelsen] är [Target föregicks av][Focal_occasion en legend om en jätte som hade grisar på Penhill före grundandet av klostret i Jervaulx år 1156].
Relative_time,"A single browser , the limpet Patinigera polaris , lived mainly below low-tide mark but emerged to scour the whole zone ; [Landmark_occasion those close to sea level]were [Target predated][Focal_occasion by dominican gulls Larus dominicanus]. ","En enda snäcka, limpeten Patinigera polaris, levde främst under lågvattenmärket men kom upp för att genomsöka hela zonen; [Landmark_occasion de nära havsnivån] blev [Target bytesdjur][Focal_occasion till dominikanska måsar Larus dominicanus].","En enda snäcka, limpeten Patinigera polaris, levde främst under lågvattenmärket men kom upp för att genomsöka hela zonen; [Landmark_occasion de nära havsnivån] blev [Target bytesdjur][Focal_occasion av dominikanska måsar Larus dominicanus]."
Relative_time,"The first truly indigenous press was almost certainly that of Egypt , which began to appear during the nineteenth century ; but [Focal_occasion it][Target predated][Landmark_occasion black Africa 's press][Interval by only a few years]. ","Den första verkligt inhemska pressen var nästan säkert den i Egypten, som började dyka upp under 1800-talet; men [Focal_occasion den][Target föregick][Landmark_occasion Svarta Afrikas press][Interval bara med några få år].","Den första verkligt inhemska pressen var nästan säkert den i Egypten, som började dyka upp under 1800-talet; men [Focal_occasion den][Target föregick][Landmark_occasion Svarta Afrikas press][Interval bara med några få år]."
Relative_time,[Focal_occasion The asylums]had of course [Interval long][Target predated][Landmark_occasion the bifurcation of health and welfare in the centralized system].,[Focal_occasion Asylerna] hade förstås [Interval sedan länge][Target föregått][Landmark_occasion uppdelningen av hälsa och välfärd i det centraliserade systemet].,[Focal_occasion Asylerna] hade förstås [Interval länge][Target föregick][Landmark_occasion uppdelningen av hälsa och välfärd i det centraliserade systemet].
Relative_time,"Because [Focal_occasion these cycles][Target predate][Interval by centuries][Landmark_occasion the era of realism], Barth has managed to side-step the issue of narrative truth and retain some notion of the marvellous . ","Eftersom [Focal_occasion dessa cykler][Interval med århundraden][Target föregår][Landmark_occasion realismen epok], Barth har lyckats undvika frågan om berättande sanning och behålla en viss uppfattning om det underbara . ","Because [Focal_occasion dessa cykler][Target föregår][Interval med århundraden][Landmark_occasion realismen epok], Barth har lyckats undvika frågan om berättande sanning och behålla en viss uppfattning om det underbara . "
Relative_time,"Mr Baker said it would be ` exceedingly difficult "" for Mr Gorbachev to revitalise the Soviet economy but it was [Target premature][Focal_occasion to predict failure]. ","Mr Baker sa att det skulle vara ` ytterst svårt "" för Mr Gorbachev att vitalisera den sovjetiska ekonomin men det var [Target för tidigt][Focal_occasion att förutsäga misslyckande].","Mr Baker sa att det skulle vara ` ytterst svårt "" för Mr Gorbachev att vitalisera den sovjetiska ekonomin men det var [Target för tidigt][Focal_occasion att förutsäga misslyckande]."
Relative_time,It is also [Target premature][Focal_occasion to assume that the single European market means that rival continental financial centres will deliberately keep regulatory standards below London 's].,Det är också [Target förhastat][Focal_occasion att anta att den enda europeiska marknaden innebär att rivaliserande kontinentala finansiella centra medvetet kommer att hålla regleringsstandarder under Londons].,Det är också [Target förhastat][Focal_occasion att anta att den enda europeiska marknaden innebär att rivaliserande kontinentala finansiella centra medvetet kommer att hålla regleringsstandarder under Londons].
Relative_time,"The State Department is murmuring that it is ` [Target premature][Focal_occasion to speculate "" on the long-term implications of the coup]. ","Utrikesdepartementet antyder att det är ` [Target förhastat][Focal_occasion att spekulera "" om de långsiktiga konsekvenserna av kuppen].","The State Department är mumlande att det är ` [Target förhastat][Focal_occasion att spekulera "" om de långsiktiga konsekvenserna av kuppen]."
Relative_time,"It may be [Target premature][Focal_occasion to assign the Newton St. Loe mosaic to such a school]: indeed , given the vagueries of stylistic relationships in this region it might be rash . ","Det kan vara [Target för tidigt][Focal_occasion att tilldela Newton St. Loe-mosaiken till en sådan skola]: faktiskt, med tanke på stylistenliga variationer i denna region kan det vara förhastat.","Det kan vara [Target för tidigt][Focal_occasion att tilldela Newton St. Loe-mosaiken till en sådan skola]: faktiskt, med tanke på stylistenliga variationer i denna region kan det vara förhastat."
Relative_time,He said it was [Target premature][Focal_occasion to make further comment].,Han sa att det var [Target förhastat][Focal_occasion att göra ytterligare kommentarer].,Han sa att det var [Target förhastat][Focal_occasion att göra ytterligare kommentarer].
Relative_time,"Of course , it is [Target premature][Focal_occasion to propose Mr Lang to the Pope for canonisation]. ",Självklart är det [Target för tidigt][Focal_occasion att föreslå herr Lang för kanonisering av påven].,Självklart är det [Target för tidigt][Focal_occasion att föreslå herr Lang för kanonisering av påven].
Relative_time,"However , [Focal_occasion the discontinuation of BCG vaccination for teenagers]is [Target premature]for a number of reasons . ",Emellertid är [Focal_occasion avvecklingen av BCG-vaccination för tonåringar] [Target för tidig] av flera skäl .,"However , [Focal_occasion avvecklingen av BCG-vaccination för tonåringar] är [Target för tidig] av flera skäl ."
Relative_time,"` I think it is [Interval a little][Target premature]at this stage [Focal_occasion to be dreaming of a green Christmas], "" Mr Gould added . ","Jag tycker att det är [Interval lite][Target för tidigt] i detta skede [Focal_occasion att drömma om en grön jul], "" tillade Mr Gould.","Jag tycker att det är [Interval lite][Target för tidigt] i detta skede [Focal_occasion att drömma om en grön jul], "" tillade Mr Gould."
Relative_time,The Government have made it clear that [Focal_occasion a decision on the site]would be [Target premature]at this stage .,Regeringen har klargjort att [Focal_occasion ett beslut om platsen] skulle vara [Target förhastat] i detta skede .,Regeringen har klargjort att [Focal_occasion ett beslut om platsen] skulle vara [Target förhastat] i detta skede .
Relative_time,He said there was a great deal of consultation and investigation to be undertaken and [Focal_participant the bus managers]were being [Target premature][Focal_occasion in their reaction].,Han sa att det krävdes mycket samråd och undersökning och att [Focal_participant busscheferna] höll på att bli [Target förhastade][Focal_occasion i sin reaktion].,Han sa att det krävdes mycket samråd och undersökning och att [Focal_participant busscheferna] höll på att bli [Target förhastade][Focal_occasion i sin reaktion].
Relative_time,[Focal_participant Ocean-mining companies]would be [Target premature][Focal_occasion in thinking that this offers a solution to their problems].,[Focal_participant Havsminingsföretag] skulle vara [Target förhastade][Focal_occasion i tron att detta erbjuder en lösning på deras problem].,[Focal_participant Havsminingsföretag] skulle vara [Target förhastade][Focal_occasion i tron att detta erbjuder en lösning på deras problem].
Relative_time,But [Focal_participant the financial press]was [Target premature][Focal_occasion in reporting Cork Gully 's appointment as liquidator].,Men [Focal_participant den ekonomiska pressen] var [Target för tidig] [Focal_occasion i rapporteringen om Cork Gullys utnämning till likvidator].,But [Focal_participant den finansiella pressen]was [Target förhastad][Focal_occasion i rapporteringen av Cork Gullys utnämning till likvidator].
Relative_time,"Against this lobby was ranged another , dedicated to defending hard-pressed parents against [Target premature][Focal_occasion judgements about their competence and commitment], the largest organization of which was the Family Rights Group . ","Mot denna lobby stod en annan, dedikerad till att försvara hårt pressade föräldrar mot [Target förtida][Focal_occasion bedömningar om deras kompetens och engagemang], vars största organisation var Familjerättsgruppen .","Mot denna lobby stod en annan, dedikerad till att försvara hårt pressade föräldrar mot [Target förtida][Focal_occasion bedömningar om deras kompetens och engagemang], vars största organisation var Familjerättsgruppen ."
Relative_time,The [Target premature][Focal_occasion closing of the museum]was strange .,Den [Target för tidiga][Focal_occasion stängning av museet]var konstig .,The [Target för tidig][Focal_occasion stängning av museet]var konstig .
Relative_time,"Some say cooking in aluminium foil presents a risk of the metal depositing in the food , not a pleasant prospect in view of the evidence of aluminium poisoning resulting in [Target premature][Focal_occasion senility or Alzheimer 's Disease]. ","Vissa säger att matlagning i aluminiumfolie innebär en risk för att metallen avsätts i maten, inte ett angenämt utsiktsläge med tanke på bevisen för aluminiumförgiftning som leder till [Target för tidig][Focal_occasion demens eller Alzheimers sjukdom].","Some say cooking in aluminium foil presents a risk of the metal depositing in the food , not a pleasant prospect in view of the evidence of aluminium poisoning resulting in [Target för tidig][Focal_occasion ålderdomlighet eller Alzheimers sjukdom]."
Relative_time,"But even Med-type , non-sensitive skins need sun-protection against [Target premature][Focal_occasion ageing]. ","Men även Med-typ, icke-känslig hud behöver solskydd mot [Target för tidigt][Focal_occasion åldrande].","Men även Med-typ, icke-känslig hud behöver solskydd mot [Target för tidigt][Focal_occasion åldrande]."
Relative_time,But the gain hardly offset the [Target premature][Focal_occasion revelation to the Germans of this promising new weapon].,Men vinsten väger knappast upp för [Target för tidiga][Focal_occasion avslöjandet för tyskarna om detta lovande nya vapen].,Men vinsten väger knappast upp för [Target för tidigt][Focal_occasion avslöjandet för tyskarna av detta lovande nya vapen].
Relative_time,"In a world ranking of [Target premature][Focal_occasion death before the age of 60], Northern Ireland and Scotland are near the top and England and Wales are about a third of the way down . ",I en världsranking av [Target för tidig][Focal_occasion död före 60 års ålder] ligger Nordirland och Skottland nära toppen och England och Wales ungefär en tredjedel ner.,I en världsranking av [Target för tidig][Focal_occasion död före 60 års ålder] ligger Nordirland och Skottland nära toppen och England och Wales ungefär en tredjedel ner.
Relative_time,The time has come to consider target reductions in [Target premature][Focal_occasion deaths from strokes and heart disease]; the great waster of life in a modern society .,Tiden har kommit att överväga målsatta reduktioner i [Target för tidiga][Focal_occasion dödsfall från stroke och hjärtsjukdom]; den stora slösaren av liv i ett modernt samhälle.,Tiden har kommit att överväga målsatta reduktioner i [Target för tidiga][Focal_occasion dödsfall från stroke och hjärtsjukdom]; den stora slösaren av liv i ett modernt samhälle.
Relative_time,"While the outbreak directed media attention to pollution in the North Sea , [Focal_occasion ascribing the guilt to pollution]was [Target premature]. ","Medan utbrottet riktade medieuppmärksamheten mot föroreningar i Nordsjön , var [Focal_occasion tillskrivningen av skulden till föroreningar] [Target för tidig].","Medan utbrottet riktade medieuppmärksamheten mot föroreningar i Nordsjön, [Focal_occasion ascribing the guilt to pollution]var [Target för tidig]."
Relative_time,"[Focal_occasion Such criticism]was [Target premature], as it is now clear that in many parts of the world long dead-straight trackways were laid out and , in several cases , are still used . ","[Focal_occasion Sådan kritik]var [Target förhastad], eftersom det nu är klart att i många delar av världen lades långa helt raka bansträckor ut och, i flera fall, fortfarande används.","[Focal_occasion Sådan kritik]var [Target förhastad], eftersom det nu är klart att i många delar av världen lades långa helt raka bansträckor ut och, i flera fall, fortfarande används."
Relative_time,[Focal_occasion The celebrations]are [Target premature].,[Focal_occasion Festligheterna] är [Target för tidiga].,[Focal_occasion Festligheterna] är [Target för tidiga].
Relative_time,"[Focal_occasion The demand]was [Target premature], because it was made and served before the expiration of a month from the 31 July bill . ","[Focal_occasion Efterfrågan]var [Target för tidig], eftersom den gjordes och serverades innan en månads utgång från räkningen den 31 juli.","[Focal_occasion Efterfrågan]var [Target för tidig], eftersom den gjordes och serverades innan en månads utgång från räkningen den 31 juli."
Relative_time,I consider [Focal_occasion the hon. Gentleman 's remarks][Degree a little][Target premature].,Jag anser [Focal_occasion den ärade herrens kommentarer][Degree lite][Target för tidiga].,I anser jag [Focal_occasion den ärade herrens kommentarer][Degree lite][Target för tidiga].
Relative_time,And just exactly [Interval how many weeks][Target premature]is [Focal_participant this baby]?,Och precis [Interval hur många veckor][Target för tidig]är [Focal_participant denna bebis]?,Och precis [Interval hur många veckor][Target för tidig]är [Focal_participant denna bebis]?
Relative_time,Mr Clarke told the FBU leaders that [Focal_occasion industrial action]was [Target premature]because firefighters were not due to settle their claim until November .,Mr Clarke berättade för FBU-ledarna att [Focal_occasion fackliga stridsåtgärder] var [Target för tidiga] eftersom brandmän inte skulle avsluta sitt krav förrän i november.,Mr Clarke berättade för FBU-ledarna att [Focal_occasion fackliga stridsåtgärder] var [Target för tidig] eftersom brandmän inte skulle avsluta sitt krav förrän i november.
Relative_time,"The BBC would say only that [Focal_occasion the speculation]was ` [Target premature]"" . ","The BBC skulle bara säga att [Focal_occasion spekulationen] var ` [Target förhastad]"" .","The BBC skulle bara säga att [Focal_occasion spekulationen] var ` [Target förhastad]"" ."
Relative_time,"` I had been to see him the [Target previous][Focal_occasion day], and arranged that he come and teach me Dutch . ","Jag hade varit och hälsat på honom [Target föregående][Focal_occasion dag], och ordnat så att han kommer och lär mig holländska.","Jag hade varit och hälsat på honom [Target tidigare][Focal_occasion dag], och ordnat så att han kommer och lär mig holländska."
Relative_time,"Tamar found the side-saddle strange at first , but her [Target previous][Focal_occasion experience]stood her in good stead . ","Tamar tyckte att [Target sidossadeln]var konstig till en början, men hennes [Target tidigare][Focal_occasion erfarenhet]tjänade henne väl.","Tamar tyckte att [Target sidossadel]var konstig till en början, men hennes [previous erfarenhet][Focal_occasion erfarenhet]tjänade henne väl."
Relative_time,In 1990 this involved scaling Mont Blanc with no [Target previous][Focal_occasion mountaineering experience].,Under innebar 1990 detta att bestiga Mont Blanc utan [Target tidigare][Focal_occasion klättererfarenhet].,In 1990 detta innebar att bestiga Mont Blanc utan [Target tidigare][Focal_occasion klättererfarenhet].
Relative_time,Those with [Target previous][Focal_occasion piping or drumming experience]can join the OTC Pipes and Drums .,De som har [Target tidigare][Focal_occasion erfarenhet av säckpipor eller trummor] kan gå med i OTC Pipes and Drums.,Those with [Target tidigare][Focal_occasion erfarenhet av piping eller trumning]kan gå med i OTC Pipes and Drums .
Relative_time,"According to the organisers no [Target previous][Focal_occasion dancing experience]is needed for the classes , which they say will also provide plenty of exercise and the opportunity to meet new friends . ","Enligt arrangörerna behövs ingen [Target tidigare][Focal_occasion dansupplevelse] för klasserna, som de säger även kommer att ge gott om motion och möjlighet att träffa nya vänner.","Enligt arrangörerna behövs ingen [Target tidigare][Focal_occasion dansupplevelse] för klasserna, som de säger även kommer att ge gott om motion och möjlighet att träffa nya vänner."
Relative_time,"Like [Target previous][Focal_occasion government action to boost the native film industry], Eady strengthened the ties between British and American production . ","Gilla [Target tidigare][Focal_occasion regeringsåtgärd för att stärka den inhemska filmindustrin], förstärkte Eady banden mellan brittisk och amerikansk produktion.","Gilla [Target tidigare][Focal_occasion regeringsåtgärd för att stärka den inhemska filmindustrin], förstärkte Eady banden mellan brittisk och amerikansk produktion."
Relative_time,"New Zealand 's [Target previous][Focal_occasion Labour government]found itself unable to complete the job of economic liberalisation , and its members bickered among themselves . ","Nya Zeelands [Target tidigare][Focal_occasion Labour-regering] befann sig oförmögen att slutföra arbetet med ekonomisk liberalisering, och dess medlemmar grälade sinsemellan.","Nya Zeelands [Target tidigare][Focal_occasion Labour-regering] befann sig oförmögen att slutföra arbetet med ekonomisk liberalisering, och dess medlemmar grälade sinsemellan."
Relative_time,"The five parties of the [Target previous][Focal_occasion coalition government], dissolved on March 29 [ see p. 38114 ] , appeared to have found common ground for continuing their coalition , in power since the 1987 elections . ","De fem partierna i [Target tidigare][Fokal_tillfälle koalitionsregeringen], upplöst den 29 mars [ se s. 38114 ], verkade ha hittat en gemensam grund för att fortsätta sin koalition, vid makten sedan valet 1987.","De fem partierna i [Target tidigare][Fokal_tillfälle koalitionsregering], upplöst den 29 mars [ se s. 38114 ], verkade ha hittat en gemensam grund för att fortsätta sin koalition, vid makten sedan valet 1987."
Relative_time,"Compared with the [Target previous][Focal_occasion week], there was a trebling in the rate of flu and a doubling of the rate of flu-like illness . ",Jämfört med [Target föregående][Focal_occasion vecka] skedde en tredubbling av influensafrekvensen och en fördubbling av frekvensen av influensaliknande sjukdom.,Jämfört med [Target föregående][Focal_occasion vecka] skedde en tredubbling av influensafrekvensen och en fördubbling av frekvensen av influensaliknande sjukdom.
Relative_time,"Associated Press reported on Nov. 29 that only 100 people had accepted the amnesty offer , while 150 more people had been arrested the [Target previous][Focal_occasion week], adding to thousands of FIS supporters detained without trial . ","Associated Press rapporterade den 29 november att endast 100 personer hade accepterat amnestit erbjudandet, medan 150 fler personer hade gripits under [Target föregående][Focal_occasion vecka], vilket lade till tusentals FIS-anhängare frihetsberövade utan rättegång.","Associated Press rapporterade den 29 november att endast 100 personer hade accepterat amnestit erbjudandet, medan 150 fler personer hade gripits under [Target föregående][Focal_occasion vecka], vilket lade till tusentals FIS-anhängare frihetsberövade utan rättegång."
Relative_time,"It was voluntary for others at that stage , though from last year those transferring to fellowship had to show their CPD record for the [Target previous][Focal_occasion three years]. ","Det var frivilligt för andra vid det stadiet, men från förra året var de som överförde till stipendium tvungna att visa sin CPD-registrering för [Target tidigare][Focal_occasion tre år].","Det var frivilligt för andra vid det stadiet, men från förra året var de som överförde till fellowship tvungna att visa sin CPD-registrering för [Target tidigare][Focal_occasion tre år]."
Relative_time,"Waxing , a more traditional English technique employed by those unable or unwilling to undertake french polishing , ousted the latter by the 1920s , having run alongside it for the [Target previous][Focal_occasion forty years]. ","Vaxning , en mer traditionell engelsk teknik som används av dem som inte kan eller vill göra fransk polering , trängde ut den senare på 1920-talet , efter att ha pågått parallellt med den i [Target tidigare][Focal_occasion fyrtio år].","Vaxning , en mer traditionell engelsk teknik som används av dem som inte kan eller vill göra fransk polering , trängde ut den senare på 1920-talet , efter att ha pågått parallellt med den i [Target tidigare][Focal_occasion fyrtio år]."
Relative_time,"Attendance was considerably higher than in [Target previous][Focal_occasion years], with over 1,000 visitors per day . ","Besökarantalet var avsevärt högre än under [Target tidigare][Focal_occasion år], med över 1 000 besökare per dag .","Attendance var avsevärt högre än under [Target tidigare][Focal_occasion år], med över 1 000 besökare per dag ."
Relative_time,"All things considered , he departed for Aix in that summer of 1924 in calmer mind than in either of the two [Target previous][Focal_occasion years]. ","Allt taget i beaktande , reste han till Aix sommaren 1924 med ett lugnare sinne än under någon av de två [Target tidigare][Focal_occasion åren].","Allt taget i beaktande , han reste till Aix sommaren 1924 med ett lugnare sinne än under någon av de två [Target tidigare][Focal_occasion åren]."
Relative_time,Material needs to arrive by the 8th of [Focal_occasion the month][Target previous][Landmark_occasion to publication].,Materialet måste anlända senast den 8:e i [Focal_occasion månaden][Target innan][Landmark_occasion publicering].,Material måste anlända senast den 8:e i [Focal_occasion månaden][Target previous][Landmark_occasion till publicering].
Relative_time,These rates were an average of their piecework earnings in [Focal_occasion the three weeks][Target previous][Landmark_occasion to the job change].,Dessa räntor var ett genomsnitt av deras ackordslön i [Focal_occasion de tre veckorna][Target innan][Landmark_occasion jobbbytet].,Dessa räntor var ett genomsnitt av deras ackordslön i [Focal_occasion de tre veckorna][Target tidigare][Landmark_occasion till jobbbytet].
Relative_time,"[Target Previous][Landmark_occasion to my arrival in Sydney], [Focal_occasion I was at a stage of uncertainty as to what I did and did not believe]. ","[Target Innan][Landmark_tillfället min ankomst till Sydney], [Focal_occasion befann jag mig i en fas av osäkerhet om vad jag trodde på och inte trodde på].","[Target Tidigare][Landmark_tillfället för min ankomst till Sydney], [Focal_tillfället jag befann mig i en fas av osäkerhet om vad jag trodde på och inte trodde på]."
Relative_time,For [Focal_occasion two years][Target previous][Landmark_occasion to the war]I had been painting ; before that I was a school master teaching drawing and painting .,I [Focal_occasion två år][Target innan][Landmark_occasion kriget]hade jag målat; innan dess var jag en skolmästare som undervisade i teckning och målning.,For [Focal_occasion två år][Target tidigare][Landmark_occasion till kriget]Jag hade målat; innan dess var jag en skolmästare som undervisade i teckning och målning.
Relative_time,Just [Target previous][Landmark_occasion to our visit to this latter small harbour][Focal_occasion a well known German smuggling vessel had been coopering off the coast and local boats had been landing cases of spirits].,Precis [Target innan][Landmark_occasion vårt besök till den sena lilla hamnen][Focal_occasion hade ett välkänt tyskt smugglarskepp hållt till utanför kusten och lokala båtar hade landat lådor med sprit].,Bara [Target tidigare][Landmark_till vårt besök till denna senare lilla hamn][Focal_tillfälle ett välkänt tyskt smugglarskepp hade hållt till utanför kusten och lokala båtar hade landat lådor med sprit].
Relative_time,"Of course , much survey and exploratory work on the North Sea Oil fields had been carried out in [Focal_occasion the years][Target previous][Landmark_occasion to our patrols]. ",Naturligtvis hade mycket undersöknings- och utforskande arbete om Nordsjöns oljeområden genomförts under [Focal_occasion åren][Target innan][Landmark_occasion våra patruller].,Naturligtvis hade mycket undersöknings- och utforskande arbete om Nordsjöns oljeområden genomförts under [Focal_occasion åren][Target tidigare][Landmark_occasion inför våra patruller].
Relative_time,"The abundant rains that came in [Focal_occasion the weeks][Target previous][Landmark_occasion to Gould 's arrival]had attracted birds in their thousands , some nf which had never been seen in the area before . ","De rikliga regnen som kom [Focal_occasion veckorna][Target innan][Landmark_occasion Goulds ankomst] hade lockat fåglar i tusental, några av vilka aldrig tidigare hade setts i området.","De rikliga regnen som kom [Focal_occasion veckorna][Target tidigare][Landmark_occasion före Goulds ankomst] hade lockat fåglar i tusental, några av vilka aldrig tidigare hade setts i området."
Relative_time,Nor could she have said what made her so positive about this assumption that had become a fixture in her head -- unless it was the fact of Silas 's [Target previous][Focal_occasion near engagement to Doreen].,Inte heller kunde hon ha sagt vad som gjorde henne så säker på detta antagande som hade blivit en del av hennes sinne -- om det inte var faktumet med Silas [Target tidigare][Fokal_tillfälle förlovning med Doreen].,Nor could she have said what made her so positive about this assumption that had become a fixture in her head -- unless it was the fact of Silas 's [Target tidigare][Focal_occasion nära förlovning med Doreen].
Relative_time,He admitted his [Target previous][Focal_occasion contacts with Communist and Marxist writers]but refused to say who else was present .,Han erkände sina [Target tidigare][Focal_occasion kontakter med kommunistiska och marxistiska författare]men vägrade att säga vilka andra som var närvarande .,Han erkände sin [Target tidigare][Focal_occasion kontakter med kommunistiska och marxistiska författare]men vägrade att säga vilka andra som var närvarande .
Relative_time,"The girls came into school discussing the merits of a programme they had seen the [Target previous][Focal_occasion evening], a ` religious "" programme , Meeting Point , which had been about pre-marital sex . ","Flickorna kom in i skolan och diskuterade fördelarna med ett program de hade sett [Focal_occasion kvällen][Target innan], ett ` religöst "" program, Meeting Point, som handlade om sex före äktenskapet.","Flickorna kom in i skolan och diskuterade fördelarna med ett program de hade sett [Target tidigare][Focal_occasion kväll], ett ` religöst "" program, Meeting Point, som handlade om sex före äktenskapet."
Relative_time,It was the manuscript of Lord Byron 's poem which I had retrieved from the floor on the [Target previous][Focal_occasion evening].,Det var manuskriptet till Lord Byrons dikt som jag hade hämtat från golvet på [Focal_occasion kvällen][Target innan].,Det var manuskriptet till Lord Byrons dikt som jag hade hämtat från golvet på [Target tidigare][Focal_occasion kväll].
Relative_time,[Target Previous][Focal_occasion studies]have tended to concentrate almost exclusively on scientists ' choices between different theories or explanations since such choices were regarded as the characteristic feature of science .,[Target Tidigare][Focal_occasion studier]har tenderat att nästan uteslutande fokusera på forskares val mellan olika teorier eller förklaringar eftersom sådana val betraktades som det karakteristiska draget för vetenskap.,[Target Tidigare][Focal_occasion studier]har tenderat att nästan uteslutande fokusera på forskares val mellan olika teorier eller förklaringar eftersom sådana val betraktades som det karakteristiska draget för vetenskap.
Relative_time,"[Target Previous][Focal_occasion discussions]had been inconclusive , and the initial response of the British cabinet in the autumn of 1950 was cool . ","De [Target Föregående][Focal_occasion diskussionerna] hade varit oavgjorda, och den inledande reaktionen från det brittiska kabinettet hösten 1950 var sval.","[Target Föregående][Focal_occasion diskussionerna] hade varit oavgjorda, och den inledande reaktionen från det brittiska kabinettet hösten 1950 var sval."
Relative_time,Every horse owner seems to have their own theory or treatment which has worked on [Target previous][Focal_occasion injuries]and the veterinary profession can not agree on a common treatment .,Varje hästägare verkar ha sin egen teori eller behandling som har fungerat på [Target tidigare][Focal_occasion skador] och veterinärprofessionen kan inte komma överens om en gemensam behandling.,Varje hästägare verkar ha sin egen teori eller behandling som har fungerat på [Target tidigare][Focal_occasion skador] och veterinärprofessionen kan inte komma överens om en gemensam behandling.
Relative_time,"The racial card has been used to effect in [Target previous][Focal_occasion New York elections], but in Mr Giuliani 's case he is being criticised as an opportunist for his attacks on the city 's first black Democratic nominee . ","Den rasistiska kortet har använts med effekt i [Target tidigare][Focal_occasion New York-val], men i Mr Giulianis fall kritiseras han som en opportunist för sina angrepp på stadens första svarta demokratiska kandidat.","Den rasistiska kortet har använts med effekt i [Target tidigare][Focal_occasion New York-val], men i Mr Giulianis fall kritiseras han som en opportunist för sina angrepp på stadens första svarta demokratiska kandidat."
